location
"(42.97292549, -78.83789599)"
"(43.01336339, -78.72514129)"
"(43.016376, -78.661324)"
"(42.940488, -78.8643)"
"(42.940361, -78.848441)"
"(42.69419382, -78.78730953)"
"(42.89024056, -78.868559)"
"(42.88483, -78.7673)"
"(42.97446211, -78.91074479)"
"(42.921893, -78.841301)"
"(42.90778287, -78.86922956)"
"(42.916499, -78.85945)"
"(42.99351267, -78.7246263)"
"(42.92196, -78.89432)"
"(42.88225566, -78.87907863)"
"(42.72982612, -78.74907732)"
"(42.911282, -78.868867)"
"(43.15295284, -79.04431343)"
"(43.25043867, -79.03156221)"
"(42.913023, -78.862363)"
"(42.97397346, -78.95910502)"
"(43.03459, -78.866172)"
"(43.11633102, -79.02277529)"
"(43.21145326, -78.81740391)"
"(42.99840141, -78.4915477)"
"(43.111897, -79.018932)"
"(42.946834, -78.729594)"
"(42.941317, -78.853886)"
"(42.774788, -78.840975)"
"(42.943303, -78.8005)"
"(42.82811862, -78.79471242)"
"(42.995922, -78.862524)"
"(42.89957233, -78.84958774)"
"(43.16240518, -78.72412473)"
"(43.025873, -78.868063)"
"(43.057982, -78.657633)"
"(43.08908042, -78.86603773)"
"(42.877806, -78.840345)"
"(42.987991, -78.8932)"
"(43.157639, -78.680351)"
"(42.89383274, -78.80234599)"
"(42.95399419, -78.77561241)"
"(42.99026, -78.789309)"
"(43.06567176, -78.79757914)"
"(42.92771037, -78.89823228)"
"(43.107038, -79.01832283)"
"(42.595126, -78.938886)"
"(43.016376, -78.661324)"
"(42.97473097, -78.92472982)"
"(42.962422, -78.806328)"
"(42.939915, -78.784096)"
"(43.09041057, -79.06823839)"
"(43.01351637, -78.80206972)"
"(43.10744139, -78.99663448)"
"(42.875878, -78.829951)"
"(43.04205321, -78.86525989)"
"(42.96073417, -78.75753969)"
"(42.8645, -78.689877)"
"(42.885697, -78.837387)"
"(43.105967, -79.048951)"
"(43.09427493, -79.02941912)"
"(43.20928721, -78.91535014)"
"(43.13298091, -78.72502327)"
"(42.8680383, -78.84351254)"
"(42.97933863, -78.63730431)"
"(42.918658, -78.71598)"
"(43.01032343, -78.79893422)"
"(42.934812, -78.868651)"
"(43.08833216, -79.02752549)"
"(42.9882076, -78.83585215)"
"(43.011437, -78.79021)"
"(42.76854, -78.65061)"
"(42.91926284, -78.8491559)"
"(43.000359, -78.82463)"
"(42.4660308, -78.93440723)"
"(42.84051024, -78.78430277)"
"(43.08621464, -79.03309643)"
"(42.95692505, -78.63240123)"
"(42.82811862, -78.79471242)"
"(42.97573279, -78.80239829)"
"(42.70686849, -78.78328085)"
"(42.925784, -78.70252)"
"(42.87152525, -78.79071627)"
"(42.95668, -78.727365)"
"(43.016721, -78.495311)"
"(43.30366351, -78.53962362)"
"(42.954915, -78.910825)"
"(43.19234523, -78.82349521)"
"(42.902611, -78.891765)"
"(43.04229041, -78.85907203)"
"(42.939742, -78.838693)"
"(42.928745, -78.75412)"
"(42.973726, -78.62885)"
"(43.027003, -78.688934)"
"(43.08499032, -79.0589878)"
"(43.16988815, -78.76111239)"
"(42.91883071, -78.76433373)"
"(42.9402764, -78.84056211)"
"(42.89363, -78.623849)"
"(42.94502, -78.87836)"
"(42.606739, -79.035377)"
"(42.89268122, -78.67261827)"
"(42.88902609, -78.60796094)"
"(42.89379344, -78.86938512)"
"(43.094136, -79.01262)"
"(43.00132819, -78.83598089)"
"(42.91302416, -78.86532426)"
"(43.30820839, -78.7331745)"
"(43.107383, -79.048967)"
"(42.92547142, -78.88097495)"
"(42.941302, -78.7618602)"
"(43.05933867, -78.86577487)"
"(42.752688, -78.592383)"
"(43.34673885, -78.51460397)"
"(42.962276, -78.773668)"
"(42.87601, -78.87708)"
"(42.872332, -78.851001)"
"(42.94181, -78.82162)"
"(42.54789149, -78.8414821)"
"(42.89841993, -78.78398895)"
"(43.08621464, -79.03309643)"
"(43.26900313, -78.9983511)"
"(42.75620409, -78.74651581)"
"(42.87849574, -78.77613545)"
"(43.04101817, -79.00553942)"
"(42.94957507, -78.74083757)"
"(42.794061, -78.814208)"
"(43.12031918, -79.0455848)"
"(42.91302416, -78.86532426)"
"(42.960237, -78.651799)"
"(42.85327088, -78.8236284)"
"(43.04586882, -78.75205591)"
"(42.96258024, -78.84050846)"
"(43.139843, -78.614487)"
"(42.82971393, -78.7749204)"
"(42.84563139, -78.86023879)"
"(42.62532301, -78.75582576)"
"(43.02373147, -78.74879368)"
"(42.95372721, -78.69693518)"
"(42.843434, -78.63909)"
"(43.10044823, -79.05139178)"
"(42.707968, -78.800511)"
"(42.888246, -78.877531)"
"(42.84593817, -78.8171196)"
"(43.21928986, -78.70660186)"
"(43.09506817, -79.06049252)"
"(42.76358007, -78.75641182)"
"(43.04911381, -78.70953687)"
"(42.88353, -78.76893)"
"(42.96406364, -78.7938112)"
"(43.08889042, -79.0478003)"
"(43.08855742, -78.9839235)"
"(42.894568, -78.853948)"
"(42.74423, -78.653176)"
"(43.19043469, -78.70551825)"
"(42.89614947, -78.67523879)"
"(42.89614947, -78.67523879)"
"(42.69219617, -78.82040792)"
"(42.88987111, -78.88032317)"
"(42.939742, -78.838693)"
"(43.01799954, -78.88817668)"
"(43.1408638, -79.03924137)"
"(42.97623325, -78.6196245)"
"(43.216099, -78.479759)"
"(42.82115264, -78.69692177)"
"(42.62290732, -78.73918533)"
"(43.021561, -78.974447)"
"(42.97397346, -78.95910502)"
"(43.1865039, -78.66816849)"
"(42.75805727, -78.68135691)"
"(43.095614, -78.940891)"
"(43.08708242, -78.96511048)"
"(43.08499032, -79.0589878)"
"(42.943292, -78.90677)"
"(42.92455029, -78.74184609)"
"(43.18089769, -78.72582659)"
"(42.88987111, -78.88032317)"
"(43.09161701, -78.98811579)"
"(42.94416411, -78.76634002)"
"(42.90200672, -78.82548809)"
"(43.12565982, -79.04122621)"
"(42.78927543, -78.71587157)"
"(42.954335, -78.822403)"
"(42.91122473, -78.86365056)"
"(42.984001, -78.837443)"
"(42.58753, -78.886321)"
"(42.96153011, -78.7380293)"
"(43.20263221, -78.85844439)"
"(42.89946622, -78.87851)"
"(42.89290524, -78.68158758)"
"(43.08654141, -79.02636122)"
"(43.01876631, -78.8799879)"
"(43.22164319, -78.67696613)"
"(43.23824778, -79.02297914)"
"(42.72952664, -78.83246183)"
"(42.98084075, -78.84742722)"
"(42.91883071, -78.76433373)"
"(43.01309667, -78.72428298)"
"(42.90584143, -78.89992983)"
"(42.6503112, -78.56403977)"
"(42.946834, -78.729594)"
"(42.95853274, -78.84668022)"
"(42.587471, -78.838492)"
"(43.09447667, -79.02392328)"
"(43.091842, -79.046266)"
"(43.06608571, -78.90062481)"
"(42.783339, -78.747036)"
"(42.98923569, -78.66970539)"
"(42.75132173, -78.8534689)"
"(42.94019762, -78.83374336)"
"(42.91129545, -78.87951851)"
"(42.8847, -78.86762)"
"(43.21380493, -78.72962058)"
"(42.80504347, -78.59710079)"
"(43.07811214, -78.95979971)"
"(42.879733, -78.871817)"
"(42.88482439, -78.87774691)"
"(42.903885, -78.651209)"
"(42.82811862, -78.79471242)"
"(42.627302, -78.823439)"
"(42.913494, -78.859525)"
"(42.87918564, -78.87203246)"
"(42.93777086, -78.88959289)"
"(42.95652459, -78.71026039)"
"(42.98170905, -78.78896177)"
"(42.911095, -78.851406)"
"(42.94502, -78.87836)"
"(42.86602523, -78.83245111)"
"(43.00429406, -78.92143607)"
"(43.085267, -78.881729)"
"(42.623769, -79.094491)"
"(43.108676, -78.992156)"
"(42.75309431, -78.66678715)"
"(42.55166161, -78.49575341)"
"(42.940361, -78.848441)"
"(42.992402, -78.78768)"
"(42.791186, -78.60595)"
"(42.77127414, -78.60787511)"
"(42.90633689, -78.85967736)"
"(43.01683073, -78.8322258)"
"(42.865059, -78.821926)"
"(42.930442, -78.7606)"
"(42.94084975, -78.68515223)"
"(42.96049567, -78.86975795)"
"(43.16919565, -78.69534731)"
"(42.987984, -78.677018)"
"(43.04853362, -78.99424732)"
"(42.832021, -78.819244)"
"(43.12907579, -78.48286808)"
"(43.18441129, -78.95335704)"
"(43.1583865, -79.03379917)"
"(43.14332877, -78.90886724)"
"(42.81385484, -78.6969962)"
"(42.87296, -78.840567)"
"(43.05744944, -78.83333355)"
"(42.802192, -78.621388)"
"(42.79407016, -78.62158656)"
"(42.88943288, -78.88100445)"
"(42.91602572, -78.75626028)"
"(42.82899595, -78.78098756)"
"(42.90633689, -78.85967736)"
"(43.08574254, -79.02002603)"
"(43.10083012, -78.73415887)"
"(42.94957507, -78.74083757)"
"(43.16139173, -78.80364955)"
"(42.958449, -78.89353)"
"(43.01366542, -78.73798102)"
"(42.89290524, -78.68158758)"
"(42.98606504, -78.58745813)"
"(42.86136191, -78.67613196)"
"(42.88828718, -78.86896133)"
"(42.8933965, -78.87237042)"
"(42.95652459, -78.71026039)"
"(43.096096, -78.984315)"
"(42.69173, -78.774725)"
"(42.716183, -78.834329)"
"(43.12133136, -78.90763879)"
"(42.90133861, -78.66881264)"
"(42.60597118, -78.49440157)"
"(43.094136, -79.01262)"
"(42.786227, -78.577386)"
"(42.53658765, -78.47846925)"
"(42.73784057, -78.77871037)"
"(42.937197, -78.883123)"
"(42.98939706, -78.8146922)"
"(42.894568, -78.853948)"
"(43.045156, -78.871013)"
"(42.781927, -78.786412)"
"(43.10227933, -79.05202746)"
"(42.716183, -78.834329)"
"(43.22164319, -78.67696613)"
"(43.17462395, -78.60974997)"
"(42.87601, -78.87708)"
"(43.09036342, -79.02217984)"
"(42.72952664, -78.83246183)"
"(43.17807825, -78.73149276)"
"(42.77078782, -78.71192336)"
"(42.996307, -78.794545)"
"(43.07628031, -78.74142498)"
"(42.90143694, -78.6847204)"
"(42.8680383, -78.84351254)"
"(43.15914565, -78.68580669)"
"(43.10501708, -79.03350681)"
"(42.559087, -79.098301)"
"(42.88338183, -78.87907326)"
"(42.96580314, -78.70987684)"
"(43.21380493, -78.72962058)"
"(42.9662526, -78.60001087)"
"(43.09765, -78.92531363)"
"(42.78844871, -78.80195975)"
"(43.04051926, -78.73789251)"
"(43.088526, -79.063196)"
"(42.86362284, -78.79405797)"
"(43.034655, -78.785453)"
"(43.2834, -78.548351)"
"(42.8207495, -78.66483957)"
"(43.12602394, -79.05130327)"
"(42.8897984, -78.86972308)"
"(43.08357008, -78.87878358)"
"(42.90200672, -78.82548809)"
"(43.15517176, -78.74059081)"
"(42.937009, -78.709627)"
"(42.95668, -78.727365)"
"(42.94483952, -78.75768185)"
"(43.0480044, -78.96644354)"
"(42.88409328, -78.75746727)"
"(43.03259207, -78.87069404)"
"(42.6535143, -78.97240343)"
"(42.78938172, -78.78786475)"
"(42.891404, -78.84201)"
"(43.12679524, -79.02981609)"
"(43.04101817, -79.00553942)"
"(43.172742, -78.753811)"
"(43.03259207, -78.87069404)"
"(43.11185112, -79.05644506)"
"(42.76622954, -78.51783335)"
"(43.08357008, -78.87878358)"
"(42.985541, -78.912815)"
"(42.96974615, -78.90321851)"
"(42.91882285, -78.74848723)"
"(43.02800017, -78.75510693)"
"(43.19701477, -78.57571274)"
"(42.884313, -78.863651)"
"(43.1706315, -78.84080619)"
"(43.03702, -78.69433)"
"(43.09873066, -78.94432873)"
"(43.010193, -78.871372)"
"(43.05260852, -78.82696331)"
"(43.17609782, -79.04574037)"
"(43.09116651, -79.06028599)"
"(43.095614, -78.940891)"
"(42.53658765, -78.47846925)"
"(42.965271, -78.841646)"
"(43.02624332, -78.60737085)"
"(42.530626, -78.664628)"
"(42.98637505, -79.00878757)"
"(42.99116626, -78.79484654)"
"(43.173332, -78.754567)"
"(42.99116626, -78.79484654)"
"(42.8050931, -78.56843054)"
"(43.16626709, -78.68845806)"
"(43.18770663, -78.67658526)"
"(42.99443277, -78.85267228)"
"(43.03640141, -78.87545228)"
"(42.767617, -78.561438)"
"(42.768155, -78.82405)"
"(43.0078482, -78.63723993)"
"(43.14332877, -78.90886724)"
"(43.09861119, -79.03356582)"
"(42.8566589, -78.82691503)"
"(43.34883954, -78.63105744)"
"(42.863017, -78.73727)"
"(42.88828718, -78.86896133)"
"(42.62290732, -78.73918533)"
"(43.22986935, -78.82568657)"
"(42.877806, -78.840345)"
"(42.927816, -78.880207)"
"(43.092977, -78.636107)"
"(43.30528554, -78.86963725)"
"(42.89824604, -78.7839514)"
"(43.10832944, -78.98908407)"
"(43.12133136, -78.90763879)"
"(42.937904, -78.867373)"
"(43.11314343, -78.73034209)"
"(43.001656, -78.734357)"
"(42.91837501, -78.86837125)"
"(43.18770663, -78.67658526)"
"(43.103188, -78.982531)"
"(43.09605139, -79.04955179)"
"(42.82899595, -78.78098756)"
"(42.76878734, -78.73666942)"
"(43.03242, -78.8479)"
"(42.888354, -78.860636)"
"(42.95921585, -78.80387753)"
"(42.9979463, -78.93573761)"
"(42.90143694, -78.6847204)"
"(43.02526094, -78.78109753)"
"(43.1791325, -78.90329629)"
"(42.940361, -78.848441)"
"(43.129987, -79.0123415)"
"(43.09021358, -79.06158418)"
"(42.742021, -78.875964)"
"(42.959893, -78.917542)"
"(42.88079929, -78.87760878)"
"(42.75173019, -78.83671227)"
"(42.802221, -78.65958)"
"(42.98016672, -78.91155213)"
"(43.12335957, -79.00045395)"
"(43.17701421, -79.04632777)"
"(42.99090385, -78.81827764)"
"(42.871262, -78.873768)"
"(42.790027, -78.828672)"
"(42.720974, -78.826703)"
"(43.18439369, -78.71077538)"
"(43.02366, -78.863467)"
"(42.91971854, -78.87701869)"
"(42.82981331, -78.74439275)"
"(42.935485, -78.90398)"
"(42.878215, -78.873315)"
"(42.917479, -78.754168)"
"(43.000049, -78.56378)"
"(42.88836186, -78.87187421)"
"(42.87609, -78.795834)"
"(42.77127414, -78.60787511)"
"(42.86661501, -78.8266173)"
"(43.05243596, -78.60726651)"
"(42.69131166, -78.69685723)"
"(43.04311765, -78.88207465)"
"(42.75428388, -78.62264872)"
"(43.0983135, -78.97601366)"
"(42.88374542, -78.49655137)"
"(42.728258, -78.594915)"
"(43.1583865, -79.03379917)"
"(42.84417612, -78.79325867)"
"(42.933176, -78.80461)"
"(42.954758, -78.813815)"
"(43.08359897, -79.05860558)"
"(43.17701421, -79.04632777)"
"(42.9023427, -78.67223471)"
"(42.988826, -78.631539)"
"(43.04205321, -78.74155641)"
"(42.939915, -78.784096)"
"(43.21791379, -78.91262233)"
"(42.87904215, -78.76426935)"
"(43.106913, -78.987888)"
"(42.89042, -78.874786)"
"(43.137101, -79.021289)"
"(42.579061, -79.077144)"
"(42.87299205, -78.8020134)"
"(43.12335957, -79.00045395)"
"(43.1092315, -79.05819636)"
"(42.849808, -78.824265)"
"(42.88388103, -78.76297116)"
"(43.12126773, -78.88109162)"
"(43.01254, -78.96597)"
"(43.01351637, -78.80206972)"
"(42.89824604, -78.7839514)"
"(42.654383, -79.060345)"
"(42.932699, -78.81183)"
"(42.817786, -78.68497)"
"(42.605835, -78.722544)"
"(42.8660331, -78.8676095)"
"(42.88540808, -78.8739422)"
"(42.712272, -78.829823)"
"(43.024303, -78.873316)"
"(42.78603542, -78.77592087)"
"(42.88050054, -78.68541509)"
"(43.015623, -78.805699)"
"(42.702511, -78.582561)"
"(42.756844, -78.594303)"
"(42.88902609, -78.60796094)"
"(42.738781, -78.797627)"
"(42.885335, -78.868822)"
"(42.90786146, -78.86249185)"
"(42.93545373, -78.81043553)"
"(42.886247, -78.88572)"
"(43.08914115, -78.77225965)"
"(42.755145, -78.815966)"
"(42.99731658, -78.94278109)"
"(43.331561, -78.554876)"
"(42.900641, -78.88072)"
"(42.969593, -78.677143)"
"(43.000075, -78.797776)"
"(42.88871756, -78.87391001)"
"(42.628387, -78.740829)"
"(42.911095, -78.851406)"
"(42.865593, -78.848114)"
"(43.085596, -78.990648)"
"(42.89020126, -78.87361497)"
"(43.030784, -78.85471)"
"(42.8992889, -78.86333036)"
"(43.163157, -78.665262)"
"(43.01683073, -78.8322258)"
"(42.878145, -78.777995)"
"(42.84066758, -78.79291534)"
"(42.97793361, -78.70974273)"
"(42.87960428, -78.60720724)"
"(42.867865, -78.70101)"
"(43.09573801, -79.00769591)"
"(42.95692505, -78.63240123)"
"(43.08708242, -78.96511048)"
"(42.96073417, -78.75753969)"
"(42.525377, -78.672516)"
"(42.89020126, -78.87361497)"
"(42.64624, -78.73854)"
"(42.877499, -78.873502)"
"(42.993787, -78.89308)"
"(42.73340398, -78.70603323)"
"(42.88388103, -78.76297116)"
"(43.05789628, -78.90046656)"
"(42.822466, -78.64028)"
"(42.79651069, -78.55385006)"
"(42.83247761, -78.60601902)"
"(42.90136031, -78.67315739)"
"(43.12915, -79.017623)"
"(42.81298172, -78.75202239)"
"(42.71758188, -78.90423783)"
"(42.954758, -78.813815)"
"(42.99840141, -78.4915477)"
"(42.745523, -78.812375)"
"(42.89056677, -78.66823554)"
"(42.641549, -79.013078)"
"(42.902221, -78.769567)"
"(42.89941317, -78.87053847)"
"(43.09873066, -78.94432873)"
"(42.97817694, -78.77459049)"
"(42.86658355, -78.84698063)"
"(42.783339, -78.747036)"
"(42.99026, -78.789309)"
"(42.875878, -78.829951)"
"(42.8980692, -78.87709379)"
"(42.96018, -78.8393)"
"(42.74258708, -78.73987868)"
"(42.98704607, -78.87163281)"
"(42.98208825, -78.76524031)"
"(42.73121316, -78.59125614)"
"(43.039211, -78.713627)"
"(43.03214113, -78.64558697)"
"(42.890575, -78.875656)"
"(43.152393, -78.713592)"
"(42.875686, -78.847685)"
"(42.875135, -78.794892)"
"(42.78879, -78.846543)"
"(42.806004, -78.641096)"
"(43.19678208, -78.56727183)"
"(42.912718, -78.850057)"
"(43.094136, -79.01262)"
"(43.163203, -78.657228)"
"(43.15157918, -78.69690031)"
"(43.01468328, -78.8730678)"
"(43.132866, -79.046625)"
"(42.656229, -78.513236)"
"(43.12024087, -78.99846107)"
"(43.021094, -78.85589)"
"(42.67950925, -78.75984907)"
"(43.14037353, -78.83936852)"
"(42.735571, -78.84068)"
"(43.08874547, -78.97439897)"
"(42.902221, -78.769567)"
"(43.2323317, -79.05093044)"
"(42.96524344, -78.75933467)"
"(42.8801782, -78.82749438)"
"(43.09415546, -79.05049324)"
"(42.87531938, -78.87313485)"
"(42.600603, -79.083674)"
"(43.06577904, -78.71459216)"
"(43.10498575, -79.05296356)"
"(43.17486259, -79.04432148)"
"(42.867197, -78.838867)"
"(42.725562, -78.817356)"
"(43.27132915, -78.90968531)"
"(43.016376, -78.661324)"
"(43.09181288, -79.00336951)"
"(42.9786479, -78.75142694)"
"(42.935652, -78.874303)"
"(42.8933965, -78.87237042)"
"(42.97836336, -78.81831318)"
"(43.046656, -78.475255)"
"(43.02334518, -78.79110754)"
"(43.1706315, -78.84080619)"
"(43.178663, -78.725396)"
"(42.79642409, -78.76508474)"
"(43.00719898, -78.9571175)"
"(42.903922, -78.740591)"
"(42.94091259, -78.81601453)"
"(42.8269403, -78.8417986)"
"(43.12126773, -78.88109162)"
"(42.9111658, -78.85761827)"
"(42.750926, -78.740422)"
"(43.12133136, -78.90763879)"
"(42.735318, -78.920749)"
"(43.107021, -78.99119)"
"(42.973726, -78.62885)"
"(42.90143694, -78.6847204)"
"(42.802133, -78.810848)"
"(42.804482, -78.805911)"
"(43.17807825, -78.73149276)"
"(43.17152939, -78.69312108)"
"(42.8164092, -78.70677352)"
"(43.15386859, -78.68332028)"
"(43.22164319, -78.67696613)"
"(42.636638, -78.504868)"
"(42.88083, -78.87487)"
"(42.89853, -78.88847)"
"(42.991064, -78.902664)"
"(43.10796227, -79.04363483)"
"(42.832021, -78.819244)"
"(43.005942, -78.798236)"
"(42.69208835, -78.9989841)"
"(43.13298091, -78.72502327)"
"(43.200914, -78.558128)"
"(43.154651, -78.695833)"
"(43.079554, -78.981748)"
"(43.12149679, -78.85397315)"
"(42.99840141, -78.4915477)"
"(42.958397, -78.836885)"
"(43.08618329, -78.90129805)"
"(42.97446211, -78.91074479)"
"(43.16356339, -78.66411299)"
"(43.01839469, -78.82222585)"
"(43.032996, -78.67404)"
"(42.9141203, -78.68285894)"
"(42.88457283, -78.87640715)"
"(42.85134596, -78.70928407)"
"(42.98771317, -78.90296102)"
"(43.0891144, -78.56383227)"
"(42.94458624, -78.61173481)"
"(42.720974, -78.826703)"
"(42.76210317, -78.79296497)"
"(42.952955, -78.797694)"
"(43.14028155, -78.97044808)"
"(43.0071166, -78.85951862)"
"(42.8763415, -78.80571485)"
"(42.916304, -78.862297)"
"(42.82030471, -78.73534977)"
"(43.078383, -78.975952)"
"(42.991064, -78.902664)"
"(42.9039636, -78.86464834)"
"(42.88596819, -78.70875299)"
"(42.85794873, -78.52534354)"
"(42.73507, -78.804809)"
"(42.89204847, -78.8657105)"
"(43.10169769, -79.03695077)"
"(43.009382, -78.96531165)"
"(43.12706147, -78.76104936)"
"(42.947533, -78.784075)"
"(42.980407, -78.594817)"
"(43.137101, -79.021289)"
"(42.87516213, -78.85689139)"
"(43.15720472, -78.52504313)"
"(42.84501782, -78.78304482)"
"(43.12679524, -79.02981609)"
"(43.01876631, -78.8799879)"
"(43.09021358, -79.06158418)"
"(43.1165738, -78.99379671)"
"(42.932964, -78.81198)"
"(43.246048, -78.957606)"
"(42.98263325, -78.79600525)"
"(42.9275, -78.81842)"
"(42.91971854, -78.87701869)"
"(43.0941437, -78.9565891)"
"(42.96138879, -78.81389558)"
"(42.670683, -78.559434)"
"(42.77177819, -78.8230741)"
"(42.72300475, -78.79377365)"
"(43.168777, -78.686021)"
"(43.15332658, -78.75461072)"
"(42.93777086, -78.88959289)"
"(42.79651069, -78.55385006)"
"(42.96213, -78.96271)"
"(42.91129545, -78.87951851)"
"(43.09116651, -79.06028599)"
"(42.916855, -78.839153)"
"(42.97072793, -78.81382249)"
"(42.90216783, -78.86502922)"
"(42.579061, -79.077144)"
"(42.930128, -78.747554)"
"(42.91535785, -78.8650775)"
"(42.927971, -78.874815)"
"(43.0170739, -78.94586563)"
"(43.01166888, -78.85009334)"
"(43.19440237, -78.67543995)"
"(42.77266, -78.634778)"
"(42.888246, -78.877531)"
"(42.929295, -78.832977)"
"(43.129987, -79.0123415)"
"(42.92937, -78.578288)"
"(43.14463607, -78.79862309)"
"(43.17462395, -78.60974997)"
"(42.972023, -78.962663)"
"(42.87891243, -78.87815863)"
"(42.94298, -78.72085)"
"(42.846977, -78.828878)"
"(43.020445, -78.974754)"
"(42.93846205, -78.86167646)"
"(42.533992, -78.985405)"
"(43.02972463, -78.82218227)"
"(42.94914, -78.69031)"
"(43.098222, -78.927175)"
"(42.99638868, -78.80040139)"
"(42.90685558, -78.90508533)"
"(42.99651031, -78.67702246)"
"(42.980642, -78.65431)"
"(43.16604016, -78.72711808)"
"(43.084923, -78.69766)"
"(42.767617, -78.561438)"
"(42.966859, -78.660908)"
"(43.13949672, -78.6968869)"
"(43.22986935, -78.82568657)"
"(43.148035, -78.719938)"
"(42.8930762, -78.74755768)"
"(43.34673885, -78.51460397)"
"(42.865059, -78.821926)"
"(43.08320282, -78.70542268)"
"(42.92226409, -78.86417627)"
"(42.90346, -78.82575)"
"(42.96694151, -78.80392984)"
"(43.05145311, -78.82999018)"
"(42.88172353, -78.86983037)"
"(42.76986, -78.8331)"
"(43.10146856, -78.79550636)"
"(43.2504543, -78.6924398)"
"(43.14059469, -78.75466973)"
"(43.19097833, -78.6838004)"
"(42.843754, -78.844373)"
"(43.02301869, -78.72711942)"
"(42.984087, -78.696914)"
"(43.01416945, -78.95564228)"
"(43.14487091, -78.68627608)"
"(42.991998, -78.800983)"
"(42.949748, -78.735267)"
"(42.9090009, -78.82280588)"
"(42.77319973, -78.85810308)"
"(43.091842, -79.046266)"
"(42.55135732, -78.54287446)"
"(42.929246, -78.896726)"
"(42.757096, -78.839951)"
"(42.958901, -78.745565)"
"(43.022845, -78.974372)"
"(43.085596, -78.990648)"
"(42.92305, -78.754131)"
"(43.09873066, -78.94432873)"
"(42.84242581, -78.78855944)"
"(42.989581, -78.747028)"
"(42.87568106, -78.80155206)"
"(42.88423, -78.775805)"
"(42.88943288, -78.88100445)"
"(43.1408638, -79.03924137)"
"(42.77507013, -78.62088919)"
"(42.99351267, -78.7246263)"
"(42.88388103, -78.76297116)"
"(42.903806, -78.851124)"
"(42.875686, -78.847685)"
"(43.26900313, -78.9983511)"
"(42.62597033, -78.76945138)"
"(42.98263325, -78.79600525)"
"(42.895157, -78.87058)"
"(42.93210195, -78.89346055)"
"(43.1748176, -78.67513955)"
"(43.08003011, -78.9812091)"
"(43.11930895, -79.05647054)"
"(42.89406461, -78.87892842)"
"(43.10089866, -78.92117858)"
"(42.805089, -78.611787)"
"(42.95868781, -78.86468321)"
"(42.8436176, -78.80669117)"
"(43.15295284, -79.04431343)"
"(43.20427452, -79.03565258)"
"(43.16966514, -78.69684801)"
"(42.97045857, -78.87096226)"
"(43.022045, -78.876861)"
"(43.15720472, -78.52504313)"
"(43.1751736, -78.9977771)"
"(43.09195979, -79.05032694)"
"(43.3053558, -78.59208763)"
"(42.886365, -78.869648)"
"(42.91538928, -78.86808157)"
"(43.04901973, -78.87708843)"
"(42.88879813, -78.86956215)"
"(42.9440944, -78.49593714)"
"(43.093901, -78.91227)"
"(42.98509183, -78.90540183)"
"(43.20483857, -78.46719325)"
"(42.90519926, -78.89583191)"
"(43.0092447, -78.77972961)"
"(43.057425, -78.882976)"
"(43.09259049, -79.02305692)"
"(42.875878, -78.829951)"
"(43.09955322, -78.93398613)"
"(43.25081377, -79.02972221)"
"(42.76876371, -78.61151218)"
"(43.085596, -78.990648)"
"(42.93292836, -78.6618197)"
"(42.96422704, -78.90178084)"
"(42.878036, -78.709019)"
"(42.99755984, -78.77722979)"
"(42.9309292, -78.63524437)"
"(42.932979, -78.900075)"
"(42.5090665, -78.79057646)"
"(42.72633474, -78.8276875)"
"(43.01336339, -78.72514129)"
"(42.91888571, -78.86572123)"
"(42.715584, -78.824759)"
"(42.875135, -78.794892)"
"(42.920987, -78.88077)"
"(42.7334, -78.86372)"
"(42.82971393, -78.7749204)"
"(42.8050931, -78.56843054)"
"(42.918263, -78.85397)"
"(42.606739, -79.035377)"
"(42.87258318, -78.87191176)"
"(42.80750761, -78.76546025)"
"(42.922631, -78.818168)"
"(43.00493841, -78.77254799)"
"(42.77881469, -78.72656822)"
"(42.91266271, -78.8390708)"
"(43.17218665, -78.69685605)"
"(42.82942477, -78.76871109)"
"(42.82349964, -78.68509054)"
"(43.08823618, -79.06072855)"
"(42.91129545, -78.87393951)"
"(42.84948181, -78.78517717)"
"(43.04653234, -78.7246719)"
"(42.92250764, -78.82495165)"
"(42.867197, -78.838867)"
"(43.172742, -78.753811)"
"(42.97844136, -78.81388754)"
"(42.92665572, -78.87699723)"
"(42.757096, -78.839951)"
"(42.74258708, -78.73987868)"
"(42.91906642, -78.84327114)"
"(42.935878, -78.90295)"
"(42.932987, -78.776307)"
"(43.02458641, -78.86119366)"
"(42.949748, -78.735267)"
"(42.949603, -78.757063)"
"(42.96325349, -78.72464776)"
"(42.92732143, -78.79873504)"
"(43.1695419, -78.68993193)"
"(42.50267967, -78.64148855)"
"(43.0936183, -79.04405192)"
"(43.06577904, -78.71459216)"
"(43.0078482, -78.63723993)"
"(42.922052, -78.766308)"
"(43.17486259, -79.04432148)"
"(42.65805385, -78.96015376)"
"(42.86362284, -78.79405797)"
"(42.83198192, -78.73685181)"
"(42.75750585, -78.82763386)"
"(43.011033, -78.635963)"
"(43.09407577, -79.02094318)"
"(42.97827113, -78.90923739)"
"(42.798132, -78.751631)"
"(42.8980692, -78.87709379)"
"(42.82349964, -78.68509054)"
"(43.04532, -78.88123)"
"(42.98509183, -78.90540183)"
"(42.928824, -78.852525)"
"(42.939334, -78.90471)"
"(42.65161881, -78.90099336)"
"(43.12097896, -78.96604121)"
